,conversation_id,message_id,user_message,user_action,shop_message,shop_action
40594,6739,t_1175109685984169,E ơi mấy mẫu này còn những size nào?,ask_availability#size,,
40595,6739,t_1175109685984169,,,,
40596,6739,t_1175109685984169,,,,
40597,6739,t_1175109685984169,,,,
40598,6739,t_1175109685984169,,,Chị cho em xin chiều cao và cân nặng cụ thể của bé để em check size phù hợp với bé nhé,handoff
40599,6739,t_1175109685984169,Bn nhà c 6 tuổi nặng 16kg cao hơn 110cm,inform,,
40600,6739,t_1175109685984169,,,,
40601,6739,t_1175109685984169,,,Dạ bên em còn mẫu đầu tiên tại Thái Hà ạ. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
40602,6739,t_1175109685984169,Ok e.c cảm ơn.,thank,,
38873,6459,t_1220535858345979,Bắt đầu,handoff,,
38874,6459,t_1220535858345979,,,Xin chào Xuân!!! 👋 Cảm ơn bạn đã liên hệ với K's Closet trên Messenger. Vui lòng gửi cho chúng tôi mọi câu hỏi của bạn!,thank
38875,6459,t_1220535858345979,,,"Dạ đồng phục học sinh : Áo trắng có giá sau sale 150.000đ.Quần sooc có giá 150.000đ. Quần dài có giá 174.000đ, Đồng phục bé trai: https://bit.ly/331TESchị vui lòng truy cập link để xem và sắm đồ cho bé ạ
Dạ đồng phục học sinh : Áo trắng có giá sau sale 150.000đ.Chân váy có giá 135.000đ , Đồng phục bé gái: https://bit.ly/360TES chị vui lòng truy cập link để xem và sắm đồ cho bé ạ",handoff
38876,6459,t_1220535858345979,,,,
38877,6459,t_1220535858345979,,,"Dạ đồng phục học sinh : Áo trắng có giá sau sale 150.000đ.Quần sooc có giá 150.000đ. Quần dài có giá 174.000đ, Đồng phục bé trai: https://bit.ly/331TESchị vui lòng truy cập link để xem và sắm đồ cho bé ạ
Dạ đồng phục học sinh : Áo trắng có giá sau sale 150.000đ.Chân váy có giá 135.000đ , Đồng phục bé gái: https://bit.ly/360TES chị vui lòng truy cập link để xem và sắm đồ cho bé ạ",handoff
38878,6459,t_1220535858345979,Bộ bé gái bao nhiêu vậy mình lấy bộ cho bé gái 10 tuổi,inform,,
38879,6459,t_1220535858345979,,,"Dạ đồng phục học sinh : Áo trắng có giá sau sale 150.000đ.Chân váy có giá 135.000đ ,",handoff
38880,6459,t_1220535858345979,,,"Chị cho em xin tên người nhận, số điện thoại, địa chỉ chi tiết (số nhà, đường phố, phường/xã, quận/huyện, tỉnh/thành phố) để em check giá ship và báo chị ạ.",handoff
38881,6459,t_1220535858345979,"Xuân. Đt 0976460638. Ngân hàng chính sách xã hội huyện khoái châu,hưng yên. Thị trấn khoái châu. Đường sài thị",handoff,,
38882,6459,t_1220535858345979,,,Dạ chị cho em xin chiều cao và cân nặng của con được không ạ,handoff
38883,6459,t_1220535858345979,25 kg. Mình ko rõ lắm chiều cao😃,handoff,,
38884,6459,t_1220535858345979,,,,
38885,6459,t_1220535858345979,,,"Theo cân nặng con mặc được size 8 bên em chi ạ. Chị có đo chiều cao của con giúp em, vì ship online nên em muốn xin chiều cao chính xác để lấy đồ cho con ạ",handoff
38886,6459,t_1220535858345979,Ok. Tí c về mới đo dc👍,handoff,,
38887,6459,t_1220535858345979,,,Dạ vâng em cảm ơn chị ạ,thank
38888,6459,t_1220535858345979,"130 ,131cm. E lấy size 9 tuổi là đc đấy",handoff,,
38889,6459,t_1220535858345979,,,Dạ vậy chị lấy 1 bộ đồng phục bé gái size 9t đúng không ạ,handoff
38890,6459,t_1220535858345979,Ừ. C lấy bộ 9tuôi bé gái,inform,,
38891,6459,t_1220535858345979,,,Dạ vâng ạ.Em báo các bạn cửa hàng lên đơn cho chị ạ,agree
38892,6459,t_1220535858345979,👌,icon,,
104448,17117,t_1431974710316222,Bắt đầu,handoff,,
104449,17117,t_1431974710316222,Ad ơi,greet,,
104450,17117,t_1431974710316222,Mình đang tham gia trả lời câu hỏi trên dantri.com.vn để nhận khẩu trang cho hãng tài trợ,handoff,,
104451,17117,t_1431974710316222,Nhưng sao mình ko thấy có cửa hàng ở thái nguyên vậy ạ,handoff,,
104452,17117,t_1431974710316222,,,Dạ Thái Nguyên bên em đóng cửa rồi chị ạ. Chị có thể đăng ký nhận quà tại nhà và mất ship chị nha,handoff
104453,17117,t_1431974710316222,👍,icon,,
30262,5085,t_1522490767930469,Nhỉ,handoff,,
30263,5085,t_1522490767930469,Mình cmt 2 bộ nên k rõ là bộ nào 😁,handoff,,
30264,5085,t_1522490767930469,,,Dạ bộ số 2 chị ạ. Chị cho em chiều cao và cân nặng của bé luôn giúp em ạ,handoff
30265,5085,t_1522490767930469,"Vâng,  bé cao 1m06 
Nặng 19kg,",inform,,
30266,5085,t_1522490767930469,,,Dạ vâng em cảm ơn chị ạ,thank
30267,5085,t_1522490767930469,Thankss mon quà của shop dành cho bé,handoff,,
30268,5085,t_1522490767930469,,,Dạ chị,agree
30269,5085,t_1522490767930469,,,"Chị ơi, chị cho em xin địa chỉ cụ thể hơn, như số nhà, ngõ xóm.. nhé ạ. Bên giao hàng phải có địa chỉ cụ thể mới nhận giao ạ",handoff
30270,5085,t_1522490767930469,Vâng,agree,,
30271,5085,t_1522490767930469,Mình ở xóm 2-bế triều - thị trấn nước hai-huyện hòa an-tỉnh cao bằng nhé shop,handoff,,
30272,5085,t_1522490767930469,"Số nhà thì k có đau shop ạ,",handoff,,
30273,5085,t_1522490767930469,Cứ đến alo 0389194679 nha mình dễ tìm lắm,handoff,,
30274,5085,t_1522490767930469,🙂,icon,,
30275,5085,t_1522490767930469,,,Dạ em cảm ơn chị ạ,thank
30276,5085,t_1522490767930469,Like,inform,,
30277,5085,t_1522490767930469,Shop ơi,greet,,
30278,5085,t_1522490767930469,Chưa thấy hàng gửi đến vậy nhỉ,handoff,,
30279,5085,t_1522490767930469,,,Mong chị thông cảm do đơn vị vận chuyển chậm hơn so với dự kiến ạ. Bên em đã gửi quà cho bé rồi chị ạ,handoff
30280,5085,t_1522490767930469,Vâng,agree,,
30281,5085,t_1522490767930469,Mình nhận được hàng rồi nhe shop,handoff,,
30282,5085,t_1522490767930469,"Chất mịn mát, 
Thích lắm ạ",handoff,,
30283,5085,t_1522490767930469,☺️,handoff,,
30284,5085,t_1522490767930469,,,Dạ vâng em cảm ơn chị ạ,thank
30285,5086,t_1522490767930469,,,"Dạ ,sản phẩm Set 1: B030TEF Váy bé gái 219,000 + set quà trung thu 197,000. Giá bán 299,000đ.Mời chị ghé cửa hàng xem và mua sắm cho bé ạ",handoff
30286,5086,t_1522490767930469,,,"K's Closet chào chị ạ,sản phẩm Set 3:K's Closet chào chị ạ.  B050TEF Sét áo + chân váy 399,000 + set quà trung thu 197,000. Giá bán 439,000đ. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
129323,21554,t_1540322202795650,,,"Dạ đồng phục học sinh : Áo trắng có giá sau sale 150.000đ.Quần sooc có giá 150.000đ. Quần dài có giá 174.000đ, Đồng phục bé trai: https://bit.ly/331TESchị vui lòng truy cập link để xem và sắm đồ cho bé ạ",handoff
129324,21554,t_1540322202795650,hôm trước mình mua 1 cái rồi có 120k mà,handoff,,
129325,21554,t_1540322202795650,,,Em báo giá size lớn nhất ạ. Áo size 6 tuổi có giá 140K chị ạ,request#price
129326,21554,t_1540322202795650,"mình đặt 1 cái nhé, có mất phí shipj ko vì hôm trước mua tại CH ở Nguyễn văn cừ",handoff,,
129327,21554,t_1540322202795650,,,https://shopee.vn/a-i.93713176.4444265331?deep_and_deferred=1&pid=partnerize_int&af_click_lookback=7d&is_retargeting=true&af_reengagement_window=7d&af_installpostback=false&af_sub2=SHOPEE&clickid=1100lbhaBYRt&af_siteid=1101l66717&utm_source=1101l66717&utm_medium=affiliates,send_link
129328,21554,t_1540322202795650,,,Dạ hiện tại size 6 bên em còn tại shopee ạ. Em mời truy cập shopee để xem và sắm đồ cho bé ạ,handoff
129329,21555,t_1540322202795650,,,Chị cho em xin chiều cao và cân nặng cụ thể của bé để em check size phù hợp với bé nhé,handoff
129330,21555,t_1540322202795650,"18 kg, cao 1.2m",inform,,
129331,21555,t_1540322202795650,,,"Dạ mẫu trên bên em có size nhỏ nhất cho bạn 20kg ạ. Bé mặc hơi rộng chút, chị đồng ý không ạ",handoff
129332,21555,t_1540322202795650,,,"Cơ sở ĐỘI cẤN, Giải Phóng, Điện Biên, Từ Sơn còn size 6 ạ. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",ask_availability#size
129333,21555,t_1540322202795650,👍,icon,,
129334,21555,t_1540322202795650,Giá bao nhiêu 1 sản phẩm vậy shop,request#price,,
129335,21555,t_1540322202795650,,,Dạ đồng phục học sinh : Áo trắng có giá sau sale 140.000đ.Chân váy có giá 125.000đ ạ,handoff
27375,4569,t_1551624721527193,,,Chào Thuylinh! Chúng tôi có thể giúp gì cho bạn?,handoff
27376,4569,t_1551624721527193,,,,
27377,4569,t_1551624721527193,Báo giá mình nhé,request#price,,
27378,4569,t_1551624721527193,,,K's Closet chào chị ạ. Sản phẩm chị quan tâm bên em chỉ bán trên shopee https://shopee.vn/shop/93713176/search. Đây là link đặt online trên shopee của K's Closet. Chị vui lòng truy cập xem và sắm đồ cho bé ạ,handoff
27379,4570,t_1551624721527193,,,,
27380,4570,t_1551624721527193,Báo giá mình nhé,request#price,,
27381,4570,t_1551624721527193,,,"K's Closet chào chị ạ. Sản phẩm K080TES-FT4B0 - VÁY BÉ GÁI có giá 349,000đ.  Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
27382,4570,t_1551624721527193,,,"Dạ K's Closet chào chị ạ. Sản phẩm K030TES-FT1CAHEO - ÁO BLOUSE BÉ GÁI có giá 249,000 . Sản phẩm K016TES-FT2BDDAM - QUẦN SOOC JEAN có giá 239,000đ",handoff
27383,4570,t_1551624721527193,Ok shop,agree,,
27384,4570,t_1551624721527193,,,K's Closet chào chị ạ B026TES-FT3FXCAM - SÉT ÁO KÈM QUẦN có giá 319.000đ.  Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
27385,4570,t_1551624721527193,👌,icon,,
27386,4571,t_1551624721527193,,,,
27387,4571,t_1551624721527193,báo giá mình nhé,request#price,,
27388,4571,t_1551624721527193,cho bé 15 kg và 24 kg nhé,inform,,
27389,4571,t_1551624721527193,,,"K's Closet chào chị ạ. Sản phẩm B164NIF-BK3OAHON03 BỘ DÀI TAY BÉ GÁI có giá 219000đ sale 50% còn 109.500đ. . Bên em có size cho bé từ 1-4 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
27390,4571,t_1551624721527193,cho mình đặt 1 bộ cho bé 4 tuổi nhé,handoff,,
27391,4571,t_1551624721527193,15 kg nhé,inform,,
27392,4571,t_1551624721527193,,,Chị cho em xin địa chỉ kèm SĐT em gửi cửa hàng hỗ trợ chị ạ,handoff
27393,4571,t_1551624721527193,0947 434 234- cLinh,handoff,,
27394,4571,t_1551624721527193,"số 14 Hạc Thành, phường Tân Sơn, TPTH",handoff,,
27395,4571,t_1551624721527193,,,"Dạ cửa hàng sẽ liên hệ chị để ship đồ, chị để ý điện thoại giúp em nha",handoff
137063,22925,t_1557856587683990,Chất đẹp Ko,handoff,,
137064,22925,t_1557856587683990,C đang ở khu Hà Đông thì cửa hàng nào còn hàng?,handoff,,
137065,22925,t_1557856587683990,,,Chị cho em xin chiều cao và cân nặng cụ thể của bé để em check size phù hợp với bé nhé,handoff
137066,22925,t_1557856587683990,Bé 21kg 6 tuổi,inform,,
137067,22925,t_1557856587683990,Cao hơn 1 m chiều cao c Ko để ý lắm,handoff,,
137068,22925,t_1557856587683990,,,Dạ Hà Đông bên em còn hàng tại 424 Nguyễn Trãi (trong nhà sách Tiến Thọ) Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
137069,22925,t_1557856587683990,Ok Thanks em,thank,,
137070,22925,t_1557856587683990,Chiều c qua,handoff,,
137071,22925,t_1557856587683990,Ko còn dc nào gần hơn à em,handoff,,
137072,22925,t_1557856587683990,,,"Hệ thống cửa hàng của K's Closet
📌Tại Hà Nội:
- 424 Nguyễn Trãi (bên trong nhà sách Tiến Thọ)
- 828 Láng, Đống Đa (bên trong nhà sách Tiến Thọ)
- 697 Giải Phóng, Hoàng Mai (bên trong nhà sách Tiến Thọ)
- 280 Lạc Trung, Hai Bà Trưng
- Số 9 Hàng Da - Hoàn Kiếm
- TTTM Lotte Đào Tấn - Tầng 5
- 287 Trần Đăng Ninh, Cầu Giấy
- 149b Đội Cấn, Ba Đình
- 218 Lạc Long QUân, Tây Hồ, Hà Nội
- 166D Nguyễn Văn Cừ, Long Biên
- TTTM Savico - Long Biên: 219 Tầng 2
- Số 7 LK 6C Nguyễn Văn Lộc, Mỗ Lao, Hà Đông
- 152 Tô Hiệu, Hà Đông
- 277 Cao Lỗ, Đông Anh
- TTTM The Garden - Tầng G và 2
- Số 93, Tổ 12, Thị trấn Sóc Sơn
- Số 169 Thái Hà, Đống Đa",handoff
137073,22925,t_1557856587683990,,,Em gửi chị hệ thống cửa hàng tại hà Nôi bên em ạ,handoff
137074,22925,t_1557856587683990,152 tô Hiệu hà đông còn hàng Ko em,handoff,,
137075,22925,t_1557856587683990,,,Dạ Tô Hiệu không có mẫu trên nhưng còn nhiều mẫu khác đó ạ. Chị vui lòng ghé xem đồ cho bé giúp em ạh,handoff
137076,22925,t_1557856587683990,Có dáng như thế Ko em,handoff,,
137077,22925,t_1557856587683990,,,,
137078,22925,t_1557856587683990,,,Dạ Tô Hiệu còn mẫu này chị ạ,handoff
137079,22925,t_1557856587683990,C qua đó xem nếu ưng c đặt hàng bên em có chuyển mẫu Hồng kia xuống đó dc ko,handoff,,
137080,22925,t_1557856587683990,Bé nhà c thik màu Hồng,inform,,
137081,22925,t_1557856587683990,,,Dạ Tô Hiệu không có hồng chị ạ. Chị ghé Nguyễn Trãi giúp em nha,handoff
137082,22925,t_1557856587683990,Ý chị là em chuyển hàng từ ng Trãi xuống tô hiệu dc ko,handoff,,
137083,22925,t_1557856587683990,,,Dạ bên em không điều chuyển được hàng. Mong chị thông cảm giúp em ah,handoff
137084,22925,t_1557856587683990,,,"Nguyễn Trãi: 424 Nguyễn Trãi, Thanh Xuân, Hà Nội: 0969612143",handoff
137085,22925,t_1557856587683990,,,Chị liên hệ cửa hàng để được hỗ trợ giúp em ạ,handoff
137086,22925,t_1557856587683990,👍,icon,,
137087,22926,t_1557856587683990,,,Dạ bên em không có tất dài đến đầu gối ạ,handoff
34702,5801,t_1559779097534361,,,K's Closet chào chị ạ.Sản phẩm K028NIF-FT4BGXDA03			VÁY DENIM có giá 399000đ sale còn 199.500đ.Bên em có size cho bé từ 3 đến 9t.Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
34703,5801,t_1559779097534361,😍😍😍,icon,,
7460,1302,t_1568201253341475,,,Dạ tiếc quá ạ :((,handoff
7461,1302,t_1568201253341475,"Đỗ Như Quỳnh, toà nhà VNPT Thái Nguyên, số 10 đường cách mạng tháng 8, thành phố Thái Nguyên
Số ĐT: 0849791985",handoff,,
7462,1302,t_1568201253341475,Gửi cho mình về dc này,handoff,,
7463,1302,t_1568201253341475,Nhưng con mình mặc số mào,handoff,,
7464,1302,t_1568201253341475,Nào,greet,,
7465,1302,t_1568201253341475,,,Chị muốn lấy mẫu nào ạ,handoff
7466,1302,t_1568201253341475,Mẫu này em,request#price,,
7467,1302,t_1568201253341475,,,"Chị cho em xin hình ảnh với ạ,em chưa nhận được hình ảnh sản phẩm ạ",handoff
7468,1302,t_1568201253341475,,,,
7469,1302,t_1568201253341475,,,"Dạ mẫu này bên em có trên shopee và đang được giảm giá ở shopee đó ạ,chị có muốn đặt trên shopee không ạ ,em gửi chị link tham khảo ạ https://shopee.vn/%C3%81o-Gi%C3%B3-B%C3%A9-Trai-(3-9-Tu%E1%BB%95i)-K's-Closet-K089NIF-TM-i.93713176.4153144132",handoff
7470,1302,t_1568201253341475,Có em,greet,,
7471,1302,t_1568201253341475,"Nhưng con chị tuổi đó, cân đó mặc size gì bên em đc",handoff,,
7472,1302,t_1568201253341475,,,Dạ bạn mặc size 7t bên em ạ,handoff
7473,1302,t_1568201253341475,,,,
7474,1302,t_1568201253341475,Mình cứ đặt trên đó đc ạ,handoff,,
7475,1302,t_1568201253341475,,,Dạ vâng ạ,agree
7476,1302,t_1568201253341475,Mình đặt rồi đấy ạ,handoff,,
7477,1302,t_1568201253341475,,,Dạ em cảm ơn chị ạ <3,thank
7478,1303,t_1568201253341475,,,,
7479,1303,t_1568201253341475,,,,
7480,1303,t_1568201253341475,Mình k thể đặt đc áo này trên shopee,handoff,,
7481,1303,t_1568201253341475,😓,icon,,
7482,1303,t_1568201253341475,Shop giúp mình đc k,handoff,,
7483,1303,t_1568201253341475,Muốn đặt áo này cho bé nhà mình mà k đc,handoff,,
7484,1303,t_1568201253341475,,,0916957390 : Hotline shopee chị vui lòng liên hệ trực tiếp để được hỗ trợ giúp em ạ,handoff
28099,4684,t_1576696855772815,,,,
28100,4684,t_1576696855772815,,,"""Dạ sản phẩm K100TES-BK4AGK VÁY BÉ GÁI có giá gốc 219.000đ sale 50% còn 109.500đ ạ. https://shopee.vn/-M%C3%A3-KIDMALL04-ho%C3%A0n-15-xu-%C4%91%C6%A1n-150K-V%C3%A1y-Li%E1%BB%81n-Ho%E1%BA%A1-Ti%E1%BA%BFt-B%C3%A9-G%C3%A1i-(3-9-Tu%E1%BB%95i)-K's-Closet-K100TES-i.93713176.5121780385 Chị vui lòng truy cập vào link shopee phía trên để xem và sắm đồ cho bé giúp K's Closet ạ
""",handoff
28101,4684,t_1576696855772815,Mình muốn lấy size cho bé 7t 22kg,inform,,
28102,4684,t_1576696855772815,"Ship về cho mình theo địa chỉ: 46 Cao Lỗ, đông Anh, HN",handoff,,
28103,4684,t_1576696855772815,C Thanh 0915119927,handoff,,
28104,4684,t_1576696855772815,,,,
28105,4684,t_1576696855772815,"Bộ này có size của bạn cao 160cm, nặng 58kg thì ship luôn cho mình cùng địa chỉ kia nhé",handoff,,
28106,4684,t_1576696855772815,,,"Chị ơi, chương trinh sale bên em chỉ áp dụng khi mua hàng tại shopee chị ạ",handoff
28107,4684,t_1576696855772815,,,Chị vui lòng truy cập vào link shopee phía trên để xem và sắm đồ cho bé giúp K's Closet ạ,handoff
28108,4684,t_1576696855772815,,,"Dạ sản phẩm T021TES-FK3BAREU - BỘ CỘC TAY BÉ TRAI có giá 279,000đ sale 139.500đ https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-C%E1%BB%99c-Tay-B%C3%A9-Trai-(10-14-Tu%E1%BB%95i)-K's-Closet-T021TES-i.93713176.6827978162 Chị vui lòng truy cập vào link shopee phía trên để xem và sắm đồ cho bé giúp K's Closet ạ",handoff
28109,4685,t_1576696855772815,,,,
28110,4685,t_1576696855772815,Bộ này có size 7-8t và 2t k shop ơi?,ask_if_sells#size,,
28111,4685,t_1576696855772815,,,"K's Closet chào chị ạ. Sản phẩm B164NIF-BK3OAHON03 BỘ DÀI TAY BÉ GÁI có giá 219000đ sale 50% còn 109.500đ. . Bên em có size cho bé từ 1-4 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
28112,4685,t_1576696855772815,👍,icon,,
16710,2651,t_1633505170135162,Hic mình định đặt mấy bộ đó.,handoff,,
16711,2651,t_1633505170135162,,,Dạ tiếc quá chị ạ. Mẫu đó bên em hết size 8,agree
16712,2651,t_1633505170135162,😢,icon,,
16713,2652,t_1633505170135162,,,Nguyen Hien đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,handoff
16714,2652,t_1633505170135162,,,"� BÙNG NỔ ƯU ĐÃI - CÓ 1 KHÔNG 2�

Lần đầu tiên, K’s Closet có ưu đãi lớn đến thế! Mua hàng với giá 1.000đ, 49.000đ, giảm 30 - 50% toàn bộ sản phẩm… tất cả được bùng nổ 01 ngày duy nhất - 20/04!

Thân mời mẹ Nguyen Hien ghé link dưới đây để nhận thêm những ưu đãi hấp dẫn!",handoff
16715,2652,t_1633505170135162,,,,
16716,2652,t_1633505170135162,,,,
16717,2652,t_1633505170135162,Mình xin giá bộ này cho bạn 27 kg,request#price,,
16718,2652,t_1633505170135162,,,"K's Closet chào chị ạ. Sản phẩm K014TES-FK3BAHSE - BỘ CỘC TAY BÉ GÁI có giá là 209,000đ. Mời chị ghé cửa hàng hoặc truy cập shopee xem và sắm đồ cho bé ạ",handoff
16719,2652,t_1633505170135162,"Oki thank bạn, để mình ghé qua",thank,,
16720,2652,t_1633505170135162,,,Dạ vâng ạ,agree
16721,2653,t_1633505170135162,Get Started,handoff,,
16722,2653,t_1633505170135162,Chào shop,greet,,
16723,2653,t_1633505170135162,Cho mình hỏi,greet,,
16724,2653,t_1633505170135162,,,,
16725,2653,t_1633505170135162,Áo trắng cho bạn nữ 26kg còn ko ?,inform,,
16726,2653,t_1633505170135162,,,Chị muốn check hàng tại cơ sở nào em hỗ trợ chị ạ,handoff
16727,2653,t_1633505170135162,Hà đông bạn oi,greet,,
16728,2653,t_1633505170135162,25 hay 26kg đều được bạn,handoff,,
16729,2653,t_1633505170135162,,,Dạ hiện tại bên em còn áo của bé tại 697 Giải Phóng thôi chị ạ,handoff
16730,2653,t_1633505170135162,Thế có ship luon cho mình về xala được ko,handoff,,
16731,2653,t_1633505170135162,,,Dạ tiếc quá ạ. Giải phóng họ không nhận ship hàng. Mong chị thông cảm giúp em ạ,agree
16732,2653,t_1633505170135162,"Hic,",handoff,,
16733,2654,t_1633505170135162,,,"K's Closet chào chị ạ,sản phẩm K258TEF-FT3FXDEN10 Set áo phù thủy kèm chân váy có giá 479.000đ sale 40% còn 287.400đ.Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
16734,2654,t_1633505170135162,Thank shop,thank,,
37118,6177,t_1684934161655353,Get Started,handoff,,
37119,6177,t_1684934161655353,,,Xin chào Bích!!! 👋 Cảm ơn bạn đã liên hệ với K's Closet trên Messenger. Vui lòng gửi cho chúng tôi mọi câu hỏi của bạn!,thank
37120,6177,t_1684934161655353,Cho mình xin hệ thống cửa hàng tại Hà Nôi ạ,handoff,,
37121,6177,t_1684934161655353,,,"Hệ thống cửa hàng của K's Closet
📌Tại Hà Nội:
- 424 Nguyễn Trãi (bên trong nhà sách Tiến Thọ)
- 828 Láng, Đống Đa (bên trong nhà sách Tiến Thọ)
- 697 Giải Phóng, Hoàng Mai (bên trong nhà sách Tiến Thọ)
- 280 Lạc Trung, Hai Bà Trưng
- Số 9 Hàng Da - Hoàn Kiếm
- TTTM Lotte Đào Tấn - Tầng 5
- 287 Trần Đăng Ninh, Cầu Giấy
- 149b Đội Cấn, Ba Đình
- 218 Lạc Long QUân, Tây Hồ, Hà Nội
- 166D Nguyễn Văn Cừ, Long Biên
- TTTM Savico - Long Biên: 219 Tầng 2
- Số 7 LK 6C Nguyễn Văn Lộc, Mỗ Lao, Hà Đông
- 152 Tô Hiệu, Hà Đông
- - Toà A - Chung cư Tecco skyville Tứ Hiệp - Đường Quang Lai - Ngũ Hiệp- Thanh Trì 
0986 473 299
- 277 Cao Lỗ, Đông Anh
- TTTM The Garden - Tầng G và 2
- Số 93, Tổ 12, Thị trấn Sóc Sơn
- Số 169 Thái Hà, Đống Đa",handoff
37122,6177,t_1684934161655353,,,Em gửi chị ạ,handoff
37123,6177,t_1684934161655353,👍,icon,,
126281,21133,t_1693937980760251,0936366855,handoff,,
126282,21133,t_1693937980760251,Nếu cửa hàng ở vtri có mình qua đấy cũng dc,handoff,,
126283,21133,t_1693937980760251,,,Cửa hàng Việt Trì hết size của bé rồi chị ạ. Chị lấy 1 chiếc sơ mi đúng không ạ,handoff
126284,21133,t_1693937980760251,Uh bạn,agree,,
126285,21133,t_1693937980760251,Có chuyển ngay cho mình dc k bạn cho con kịp khai giảng,handoff,,
126286,21133,t_1693937980760251,,,Dạ bé nhà mình cao bao nhiêu cm ạ?,request#price
126287,21133,t_1693937980760251,"Mình cũng k rõ nhưng chắc hơn 1,4m",handoff,,
126288,21133,t_1693937980760251,Không có số chính xác ạ,handoff,,
126289,21133,t_1693937980760251,,,,
126290,21133,t_1693937980760251,,,"Chị lấy size 11 hay 12, Theo em chị lấy size 12 cho con cho thoải mái",handoff
126291,21133,t_1693937980760251,Cho con size 10 thôi ạ,ask_availability#size,,
126292,21133,t_1693937980760251,Con vừa cân dc có hơn 35kg,inform,,
126293,21133,t_1693937980760251,,,Dạ bé mặc size 10t sẽ bị chật đấy ạ,handoff
126294,21133,t_1693937980760251,Thế cho con size 11 đi ạ,ask_availability#size,,
126295,21133,t_1693937980760251,"Con có 35,3kg thôi ạ",inform,,
126296,21133,t_1693937980760251,Liệu mặc 11 có bị dài k bạn,handoff,,
126297,21133,t_1693937980760251,,,"Dạ bé 35kg, cao 140cm ạ?",inform
126298,21133,t_1693937980760251,Vâng,agree,,
126299,21133,t_1693937980760251,,,Mới đầu chị báo 40kg nên em tư vấn size 11 hoặc 12 ạ.,handoff
126300,21133,t_1693937980760251,😂😂😂,icon,,
126301,21133,t_1693937980760251,,,Nếu 35kg chị lấy size 10 cho bé ạ,inform
126302,21133,t_1693937980760251,Uh thế cho mình size 10 cộc tay bán nhé,handoff,,
126303,21133,t_1693937980760251,Phí síp về vtri là bao nhiêu bạn,handoff,,
126304,21133,t_1693937980760251,,,"Em báo cửa hàng gọi báo giá và ship đến chị, chị để ý điện thoại giúp em ạ",request#price
126305,21133,t_1693937980760251,Uh bạn,agree,,
129823,21652,t_1734260040060914,,,"K's Closet chào chị ạ. Sản phẩm B111TES-LT3GCCAM - SET GILE BÉ TRAI có giá 439,000đ sale  50%  còn 219,500đ. Bên em có size cho bé 1-6 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
129824,21652,t_1734260040060914,Mình ko qua cửa hàng được có thể ship ko,handoff,,
129825,21652,t_1734260040060914,,,"""K's Closet chào chị ạ. Sản phẩm  T246TES-FT1CAHON - ÁO BABY DOLL BÉ GÁI có giá 259,000đ sale 30% còn 181.300đ .Sản phẩm T144TES-FT2CDTR - QUẦN SOOC BÉ GÁI có giá 249,000đ sale 30% còn 174.300đ
. Bên em có size cho bé 10-14tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ""",handoff
129826,21652,t_1734260040060914,Có thể ship ko,handoff,,
129827,21652,t_1734260040060914,,,Dạ bên em có ạ. Chị quan tâm sản phẩm nào cho bạn cao và nặng bao nhiêu kg em hỗ trợ chị ạ,handoff
129828,21652,t_1734260040060914,2 bộ mà mình hỏi đó,handoff,,
129829,21652,t_1734260040060914,"Set gile cho bé trai cao 115cm, nặng 23kg và sản phẩm T246TES-FT1CAHON áo Baby doll và  T144TES-FT2CDTR quần soocs bé gái cho bé 13t cao 155cm và nặng 50kg",inform,,
129830,21652,t_1734260040060914,Set gile mã B111TES-LT3GCCAM ý,handoff,,
129831,21652,t_1734260040060914,,,"Dạ bên em có size của bé trai, mẫu bé gái bên em có size lớn nhất cho bạn 45kg thôi chị ạ",ask_if_sells#size
129832,21652,t_1734260040060914,,,"Hàng Da, Lotte còn size của bé, chị có nhu cầu cho em xin địa chỉ em gửi cửa hàng hỗ trợ chị ạ",handoff
129833,21652,t_1734260040060914,"Mình muốn lấy cả bộ cho bé gái nữa, hỏi giúp mình xem còn ko nhé",handoff,,
129834,21652,t_1734260040060914,"Trường hợp ko mặc vừa có đổi, trả được ko",handoff,,
129835,21652,t_1734260040060914,Thanks,thank,,
129836,21652,t_1734260040060914,"Đc của mình Thủy-bênhj viện thanh trì số 1 đường tứ hiệp thị trấn văn điển, thanh trì, hà nội. Đt 0912532486",handoff,,
